date,url,biweekly_type
10/5/2005,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=56,163
10/18/2005,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=57,163
11/1/2005,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=58,163
11/15/2005,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=59,163
11/29/2005,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=60,163
12/13/2005,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=61,163
12/27/2005,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=62,163
1/10/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=63,163
1/24/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=64,163
2/7/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=65,163
2/21/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=66,163
3/7/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=67,163
3/21/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=68,163
4/4/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=69,163
4/18/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=70,163
5/2/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=71,163
5/16/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=72,163
5/30/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=73,163
6/13/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=74,163
6/27/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=75,163
7/11/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=76,163
8/8/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=77,163
8/22/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=78,163
9/5/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=79,163
9/19/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=80,163
10/3/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=81,163
10/17/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=82,163
10/31/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=83,163
11/14/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=84,163
11/28/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=85,163
12/12/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=86,163
12/26/2006,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=87,163
1/9/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=88,163
1/23/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=89,163
2/6/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=90,163
2/20/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=91,163
3/6/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=92,163
3/20/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=93,163
4/3/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=94,163
4/17/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=95,163
5/1/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=96,163
5/15/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=97,163
5/29/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=98,163
6/12/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=99,163
6/26/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=100,163
7/10/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=101,163
7/24/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=102,163
8/7/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=103,163
8/21/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=104,163
9/4/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=105,163
9/18/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=106,163
10/2/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=107,163
10/16/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=108,163
10/30/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=109,163
11/13/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=110,163
11/27/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=111,163
12/11/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=112,163
12/25/2007,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=113,163
1/8/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=114,163
1/22/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=116,163
2/5/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=117,163
2/19/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=118,163
3/4/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=119,163
3/18/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=120,163
4/1/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=121,163
4/15/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=122,163
4/29/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=123,163
5/13/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=124,163
5/27/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=125,163
6/10/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=126,163
6/24/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=128,163
7/8/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=129,163
7/22/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=130,163
8/5/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=131,163
8/19/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=132,163
9/2/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=133,163
9/30/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=134,163
10/14/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=135,163
10/28/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=136,163
11/11/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=137,163
11/25/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=138,163
12/9/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=139,163
12/23/2008,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=140,163
1/6/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=141,163
1/20/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=142,163
2/3/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=143,163
2/17/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=144,163
3/3/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=145,163
3/17/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=146,163
3/31/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=147,163
4/14/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=148,163
4/28/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=149,163
5/12/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=150,163
5/26/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=151,163
6/9/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=152,163
6/23/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=154,163
6/23/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=153,163
7/7/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=156,163
7/7/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=155,163
7/21/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=158,163
7/21/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=157,163
8/4/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=159,163
8/18/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=160,163
9/1/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=161,163
9/15/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=162,163
9/29/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=163,163
10/13/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=164,163
10/27/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=165,163
11/10/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=166,163
11/24/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=167,163
12/8/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=168,163
12/22/2009,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=169,163
1/5/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=170,163
1/19/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=171,163
2/2/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=172,163
2/16/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=173,163
3/2/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=174,163
3/16/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=176,163
3/16/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=175,163
3/30/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=177,163
4/13/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=178,163
4/27/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=179,163
5/11/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=180,163
5/25/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=181,163
6/8/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=182,163
6/22/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=183,163
7/6/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=184,163
7/20/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=185,163
8/3/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=186,163
8/17/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=187,163
8/31/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=188,163
9/14/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=189,163
9/28/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=190,163
10/12/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=191,163
10/26/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=192,163
11/9/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=193,163
11/23/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=194,163
12/7/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=195,163
12/21/2010,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=196,163
1/4/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=197,163
1/18/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=198,163
2/1/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=199,163
2/15/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=200,163
3/1/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=201,163
3/15/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=202,163
3/29/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=203,163
4/12/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=204,163
4/26/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=205,163
5/10/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=206,163
5/24/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=207,163
6/7/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=208,163
6/21/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=209,163
7/5/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=213,163
7/19/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=214,163
8/2/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=215,163
8/16/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=216,163
8/30/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=217,163
9/13/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=218,163
9/27/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=219,163
10/11/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=220,163
10/25/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=221,163
11/8/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=222,163
11/22/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=223,163
12/6/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=224,163
12/20/2011,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=225,163
1/3/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=226,163
1/17/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=227,163
1/31/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=228,163
2/14/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=229,163
2/28/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=230,163
3/13/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=231,163
3/27/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=232,163
4/10/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=233,163
4/24/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=234,163
5/8/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=235,163
5/22/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=236,163
6/5/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=237,163
6/19/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=238,163
7/3/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=239,163
7/17/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=240,163
7/31/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=241,163
8/14/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=242,163
8/28/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=243,163
9/11/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=244,163
9/25/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=245,163
10/9/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=246,163
10/23/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=247,163
11/6/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=248,163
11/20/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=249,163
12/4/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=250,163
12/18/2012,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=251,163
1/1/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=252,163
1/15/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=253,163
1/29/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=254,163
2/12/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=255,163
2/26/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=257,163
3/12/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=258,163
3/26/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=259,163
4/9/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=260,163
4/23/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=261,163
5/7/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=262,163
5/21/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=263,163
6/4/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=264,163
6/18/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=265,163
7/2/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=266,163
7/16/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=267,163
7/30/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=268,163
8/13/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=269,163
8/27/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=270,163
9/10/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=271,163
9/24/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=272,163
10/8/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=273,163
10/22/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=274,163
11/5/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=275,163
11/19/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=276,163
12/3/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=277,163
12/17/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=278,163
12/31/2013,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=279,163
1/14/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=281,163
1/28/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=282,163
2/11/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=283,163
2/25/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=284,163
3/11/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=285,163
3/25/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=286,163
4/8/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=287,163
4/22/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=288,163
5/6/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=289,163
5/20/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=290,163
6/3/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=291,163
6/17/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=292,163
7/1/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=293,163
7/15/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=294,163
7/29/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=295,163
8/12/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=296,163
8/26/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=297,163
9/9/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=298,163
9/23/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=299,163
10/7/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=300,163
10/21/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=301,163
11/4/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=302,163
11/18/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=303,163
12/2/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=304,163
12/16/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=305,163
12/30/2014,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=306,163
1/13/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=307,163
1/27/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=311,163
2/10/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=312,163
2/24/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=313,163
3/10/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=314,163
3/24/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=315,163
4/7/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=316,163
4/21/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=317,163
5/5/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=318,163
5/19/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=319,163
6/2/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=320,163
6/16/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=321,163
7/1/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=322,163
7/14/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=323,163
7/28/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=324,163
8/11/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=325,163
8/25/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=326,163
9/8/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=327,163
9/22/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=328,163
10/6/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=329,163
10/20/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=330,163
11/3/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=331,163
11/17/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=332,163
12/1/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=333,163
12/15/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=334,163
12/29/2015,https://planning.lacity.org/InternetCalendar/pdf.aspx?biWiId=335,163
